10	9	10
10	9	12
9	-1	9
14	11	15
11	12	8

6	7	13
7	11	11
4	9	11
10	14	13
9	10	13

8	11	7
3	6	11
12	13	11
16	8	7
6	13	9

11	7	6
2	8	12
12	11	10
9	11	12
15	10	12

10	5	8
10	8	12
16	10	11
6	7	14
8	6	11

8	11	8
11	6	5
8	11	9
2	10	14
16	9	12

10	10	7
11	14	-3
11	8	13
15	11	8
12	8	8

10	11	7
4	7	8
5	7	15
9	8	14
10	8	10

12	6	12
6	14	12
12	15	7
18	10	13
8	7	5

8	10	10
12	11	13
8	14	12
3	11	10
10	10	12

